meta_source_row_id,meta_sale_date,meta_address_group_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,property_age,has_basement,basement_share,room_count_invalid,years_since_renovation,renovation_status,city,zip_code
1460,2014-05-28,ADDR_9e8acddb7d802cfa,266200.0,3.0,1.5,1430,9600,1.0,0,0,4,48,0,0.0,0,,none_recorded,Renton,98059
4425,2014-05-28,ADDR_ccea9a80b1fe5ff3,178650.0,3.0,1.5,1430,8960,1.0,0,0,4,61,0,0.0,0,31.0,valid_year,Burien,98166
1524,2014-05-28,ADDR_b11bf0c07d029b49,325000.0,2.0,2.5,1050,1609,2.0,0,0,3,9,0,0.0,0,,none_recorded,Seattle,98144
1515,2014-05-28,ADDR_0711b5ed1efc188f,510000.0,4.0,1.5,2040,8800,1.0,0,0,4,53,1,0.5,0,13.0,valid_year,Bellevue,98007
1455,2014-05-28,ADDR_b6fc046a4d7396e3,305000.0,3.0,1.0,1160,11776,1.0,0,0,3,46,0,0.0,0,17.0,valid_year,Woodinville,98077
1514,2014-05-28,ADDR_5c7d35b7c9939931,306000.0,3.0,2.5,1680,11193,2.0,0,0,3,30,0,0.0,0,,none_recorded,Renton,98058
1433,2014-05-28,ADDR_38b9a84f9cb49fcc,254000.0,2.0,1.0,1060,8187,1.0,0,0,4,62,0,0.0,0,,none_recorded,Shoreline,98133
4427,2014-05-28,ADDR_a4a81da1e7ebc577,282508.89,3.0,1.0,1180,5002,1.5,0,0,3,68,0,0.0,0,,none_recorded,Shoreline,98155
1485,2014-05-28,ADDR_dcd634444d6f5474,168500.0,3.0,1.0,1100,10125,1.0,0,0,3,45,0,0.0,0,4.0,valid_year,Covington,98042
1517,2014-05-28,ADDR_f2b631012c38f923,875000.0,3.0,2.75,2280,4280,1.0,0,0,5,97,1,0.43859649122807015,0,,none_recorded,Seattle,98103
1450,2014-05-28,ADDR_eea04630fe5810ff,326000.0,3.0,2.75,1720,28000,1.0,0,0,4,56,0,0.0,0,42.0,valid_year,Renton,98058
1426,2014-05-28,ADDR_2f516ded070751ee,630000.0,4.0,2.5,2740,43101,2.0,0,0,3,21,0,0.0,0,,none_recorded,Woodinville,98077
1490,2014-05-28,ADDR_d3037c913e822dfc,700000.0,2.0,1.75,2320,5500,1.5,0,2,3,89,1,0.25862068965517243,0,14.0,valid_year,Seattle,98144
1478,2014-05-28,ADDR_8b5310ef410fc08d,840500.0,3.0,2.0,2520,5400,1.5,0,0,4,108,1,0.44047619047619047,0,24.0,valid_year,Seattle,98119
1520,2014-05-28,ADDR_70cae3a41d9658cf,499950.0,4.0,2.5,2798,4473,2.0,0,0,3,2,0,0.0,0,,invalid_year,Renton,98055
1470,2014-05-28,ADDR_bbe06264398269cd,438750.0,3.0,1.75,1610,6480,1.0,0,0,4,67,0,0.0,0,26.0,valid_year,Seattle,98125
1498,2014-05-28,ADDR_6fca253b03f3da89,157500.0,2.0,1.0,740,9003,1.0,0,0,3,65,0,0.0,0,16.0,valid_year,Kent,98031
1468,2014-05-28,ADDR_dbb1258786e4623f,968000.0,6.0,2.75,3610,17580,1.0,0,4,5,55,1,0.4265927977839335,0,,none_recorded,Sammamish,98075
1481,2014-05-28,ADDR_24aa2cb0285ab953,840000.0,4.0,2.5,3420,8405,2.0,0,0,3,14,0,0.0,0,,none_recorded,Sammamish,98074
1495,2014-05-28,ADDR_edd6fc34836b6a2e,254000.0,3.0,2.0,1480,7480,1.0,0,0,4,22,0,0.0,0,,none_recorded,Maple Valley,98038
1503,2014-05-28,ADDR_be195501139af7bc,242000.0,3.0,1.75,1310,9645,1.0,0,0,3,35,0,0.0,0,0.0,valid_year,SeaTac,98198
1459,2014-05-28,ADDR_471eb2566ce491cb,655000.0,4.0,2.5,2990,5669,2.0,0,0,3,11,0,0.0,0,,none_recorded,Sammamish,98074
1497,2014-05-28,ADDR_c3bdc3f0f093bfc8,175000.0,2.0,1.0,830,2699,1.0,0,0,3,18,0,0.0,0,,none_recorded,Maple Valley,98038
1447,2014-05-28,ADDR_4ab938ca26e756ad,429000.0,2.0,1.75,1350,6315,1.0,0,0,3,9,0,0.0,0,,none_recorded,Redmond,98053
1425,2014-05-28,ADDR_941f399621458154,799000.0,4.0,3.0,2580,209523,2.0,0,0,3,30,0,0.0,0,,none_recorded,Redmond,98053
1424,2014-05-28,ADDR_dc61907c43ab7095,215000.0,2.0,1.0,1320,8865,1.0,0,0,4,71,0,0.0,0,,none_recorded,Burien,98168
1496,2014-05-28,ADDR_7c92269f342918dd,299000.0,3.0,1.0,1390,9624,1.5,0,0,4,60,0,0.0,0,35.0,valid_year,Shoreline,98155
1445,2014-05-28,ADDR_171b2a0d634698b2,898000.0,5.0,1.5,2680,28014,1.0,0,0,4,51,1,0.458955223880597,0,,none_recorded,Bellevue,98004
1475,2014-05-28,ADDR_1d8a2e3546e7c1c3,479900.0,3.0,2.0,1980,12150,1.0,0,0,3,20,0,0.0,0,,none_recorded,Kent,98042
1462,2014-05-28,ADDR_11e06a0ceee7bd1d,460000.0,4.0,3.0,2230,52983,2.0,0,0,3,23,0,0.0,0,,none_recorded,Kent,98030
1492,2014-05-28,ADDR_47857780e2a32756,635000.0,3.0,2.5,2300,5500,1.5,0,0,4,93,1,0.13043478260869565,0,,none_recorded,Seattle,98144
1512,2014-05-28,ADDR_d2657682805fa862,740000.0,4.0,2.25,2920,46355,2.0,0,0,4,16,0,0.0,0,,none_recorded,Fall City,98024
1464,2014-05-28,ADDR_10663eeb310e486e,465000.0,6.0,3.25,4250,23326,1.0,0,3,3,47,1,0.49411764705882355,0,3.0,valid_year,Federal Way,98003
1428,2014-05-28,ADDR_d759301e97597897,900000.0,6.0,2.75,2300,24773,1.5,0,0,4,64,0,0.0,0,29.0,valid_year,Mercer Island,98040
1430,2014-05-28,ADDR_a52d893cdc294187,544500.0,4.0,2.5,2230,10414,1.0,0,0,5,40,1,0.34977578475336324,0,,none_recorded,Issaquah,98075
1451,2014-05-28,ADDR_277eeb15b2337843,225000.0,3.0,2.5,1680,6755,2.0,0,0,3,20,0,0.0,0,,none_recorded,Auburn,98092
4426,2014-05-28,ADDR_a6705a12d5dd6d65,87500.0,2.0,1.0,780,6685,1.0,0,0,4,66,0,0.0,0,,none_recorded,Auburn,98002
1500,2014-05-28,ADDR_eb4047ca22199266,124740.0,3.0,1.0,1340,15600,1.0,0,0,4,36,0,0.0,0,14.0,valid_year,Kent,98042
1469,2014-05-28,ADDR_ba01782e8209c29d,1400000.0,4.0,3.25,2980,7000,2.0,0,3,3,114,1,0.28187919463087246,0,0.0,valid_year,Seattle,98144
1513,2014-05-28,ADDR_c205789c45db89a3,186950.0,2.0,2.0,1390,1302,2.0,0,0,3,28,0,0.0,0,,none_recorded,Federal Way,98003
1440,2014-05-28,ADDR_c8d39bc1f4ac5588,840000.0,4.0,2.75,3040,2800,2.0,0,0,3,108,1,0.3092105263157895,0,0.0,valid_year,Seattle,98102
1431,2014-05-28,ADDR_da527750845579dc,599000.0,4.0,2.75,2020,2750,1.0,0,0,3,97,1,0.5,0,0.0,valid_year,Seattle,98122
1473,2014-05-28,ADDR_20339bcb9585e51e,589000.0,3.0,1.0,1110,6000,1.5,0,0,5,82,0,0.0,0,12.0,valid_year,Seattle,98199
1434,2014-05-28,ADDR_b7418335376dd87e,740000.0,2.0,1.75,2080,4800,1.0,0,0,5,91,1,0.4807692307692308,0,,none_recorded,Seattle,98117
1522,2014-05-28,ADDR_b9d4f82976298efd,363000.0,4.0,2.5,3753,7204,2.0,0,0,3,6,1,0.1111111111111111,0,,none_recorded,Federal Way,98023
1463,2014-05-28,ADDR_522279dd52261945,370000.0,4.0,2.5,3090,18645,2.0,0,0,3,19,0,0.0,0,,none_recorded,Federal Way,98023
1427,2014-05-28,ADDR_8f66e304c3158db0,267000.0,3.0,2.5,2495,4400,2.0,0,0,3,7,0,0.0,0,,none_recorded,Federal Way,98001
1508,2014-05-28,ADDR_40d56b1af17945a0,515000.0,4.0,2.5,2680,7178,2.0,0,0,3,10,0,0.0,0,,invalid_year,Snoqualmie,98065
1474,2014-05-28,ADDR_bc91b461662769e2,590000.0,3.0,2.0,1650,6150,2.0,0,0,4,88,0,0.0,0,21.0,valid_year,Seattle,98116
1505,2014-05-28,ADDR_4c2bd4d436563381,474800.0,2.0,3.25,1400,1243,3.0,0,0,3,14,0,0.0,0,,none_recorded,Seattle,98103
1435,2014-05-28,ADDR_9dacb59c62b10cef,225000.0,3.0,2.0,2030,24829,1.0,0,0,4,35,1,0.39901477832512317,0,,none_recorded,Auburn,98001
1443,2014-05-28,ADDR_a003c32d51d77b0d,450000.0,3.0,1.0,1100,4600,1.0,0,0,3,97,0,0.0,0,5.0,valid_year,Seattle,98116
1444,2014-05-28,ADDR_a58ebb3992ef35f1,681000.0,3.0,1.0,1700,6356,1.5,0,0,3,107,0,0.0,0,31.0,valid_year,Seattle,98118
1479,2014-05-28,ADDR_839763e865d8ad26,420000.0,3.0,1.75,1820,22320,1.0,0,0,3,37,1,0.3131868131868132,0,10.0,valid_year,Redmond,98053
1486,2014-05-28,ADDR_604e59afa6499da4,355000.0,2.0,1.0,1270,3200,1.0,0,0,4,94,1,0.2440944881889764,0,,none_recorded,Seattle,98103
1441,2014-05-28,ADDR_8f752e7231c213a4,224000.0,3.0,1.5,1560,7300,1.0,0,0,4,50,1,0.3333333333333333,0,,none_recorded,Auburn,98001
1454,2014-05-28,ADDR_bc12f2311a0a4989,535000.0,3.0,2.5,1720,4006,2.0,0,0,3,20,0,0.0,0,,none_recorded,Issaquah,98029
1488,2014-05-28,ADDR_80d33dfe1de2aaad,236000.0,4.0,2.25,1830,9485,1.0,0,0,4,25,1,0.3442622950819672,0,,none_recorded,Federal Way,98023
4424,2014-05-28,ADDR_ed37c1ddb2551040,341750.0,3.0,2.25,2180,7741,2.0,0,0,3,28,0,0.0,0,,none_recorded,Sammamish,98074
1511,2014-05-28,ADDR_f9e9e8aa1069b2d4,355000.0,3.0,2.5,2400,9701,1.0,0,0,3,24,0,0.0,0,5.0,valid_year,Federal Way,98023
1523,2014-05-28,ADDR_1826af5b68a20891,782000.0,4.0,3.5,3910,8095,2.0,0,0,3,7,1,0.19948849104859334,0,,none_recorded,Issaquah,98029
1471,2014-05-28,ADDR_06cc82a0a3212474,1210000.0,4.0,2.75,3650,6982,2.0,0,2,4,63,1,0.30684931506849317,0,11.0,valid_year,Seattle,98115
1484,2014-05-28,ADDR_2617d66f962aad6a,380000.0,3.0,2.0,1660,8281,1.0,0,0,3,65,0,0.0,0,16.0,valid_year,Seattle,98136
1504,2014-05-28,ADDR_5e76b7f8abafa075,840000.0,4.0,1.75,2330,4000,2.0,0,0,5,90,1,0.44206008583690987,0,58.0,valid_year,Seattle,98105
1466,2014-05-28,ADDR_e884fff55dc1c174,189000.0,2.0,2.0,1700,3171,1.0,0,0,5,87,1,0.5,0,,none_recorded,Auburn,98002
1519,2014-05-28,ADDR_b05643d679ed08d2,1400000.0,4.0,3.25,4700,9160,1.0,0,4,3,9,1,0.46382978723404256,0,,none_recorded,Seattle,98116
1437,2014-05-28,ADDR_f08fefebbec0d61b,1285000.0,4.0,2.5,3240,10800,1.0,0,0,3,68,1,0.30246913580246915,0,,none_recorded,Seattle,98105
1439,2014-05-28,ADDR_c5ca3a2e64883afc,335000.0,4.0,2.0,1480,3132,1.0,0,0,5,104,1,0.5,0,,none_recorded,Seattle,98108
1465,2014-05-28,ADDR_e42e7b8376c7c43b,1175000.0,3.0,2.5,1970,23180,1.0,1,4,3,77,1,0.4416243654822335,0,16.0,valid_year,Seattle,98136
1423,2014-05-28,ADDR_6e9bd248ca47e8ae,550000.0,4.0,1.0,1660,34848,1.0,0,0,1,81,1,0.4397590361445783,0,,none_recorded,Redmond,98052
1442,2014-05-28,ADDR_9981ea2bcdf38844,395000.0,3.0,2.5,2250,3757,2.0,0,0,3,8,0,0.0,0,,none_recorded,Renton,98059
1467,2014-05-28,ADDR_c6a05873e88fe227,820000.0,3.0,2.5,2510,5503,2.0,0,2,3,19,0,0.0,0,,none_recorded,Seattle,98136
1518,2014-05-28,ADDR_fd8d0ec69aa6113b,700000.0,4.0,3.5,4490,5099,2.0,0,0,3,8,1,0.24498886414253898,0,,none_recorded,Snoqualmie,98065
1436,2014-05-28,ADDR_88d1c558963b15b9,925000.0,3.0,2.5,2690,7000,2.0,0,0,5,71,1,0.3159851301115242,0,,none_recorded,Seattle,98115
1494,2014-05-28,ADDR_d83ce204755260f7,960000.0,4.0,2.25,2410,4560,2.0,0,2,5,85,1,0.25311203319502074,0,,none_recorded,Seattle,98117
1456,2014-05-28,ADDR_e92adcfb1aa46dba,999000.0,7.0,4.0,3150,34830,1.0,0,0,3,57,0,0.0,0,9.0,valid_year,Bellevue,98007
1491,2014-05-28,ADDR_3b198c4f5577f7c6,425000.0,4.0,2.75,1680,9545,1.0,0,0,4,35,1,0.35714285714285715,0,,none_recorded,Kenmore,98028
4428,2014-05-28,ADDR_df2deb4c7e1ed661,450385.71,3.0,2.0,1300,3731,1.0,0,0,3,21,1,0.3076923076923077,0,,none_recorded,Seattle,98118
1429,2014-05-28,ADDR_8d077df7eb85ec98,365000.0,3.0,1.5,1300,12240,1.0,0,0,3,51,0,0.0,0,6.0,valid_year,Kenmore,98028
4429,2014-05-28,ADDR_2a86553cde770fbc,435000.0,4.0,3.0,4260,18000,2.0,0,2,3,14,0,0.0,0,,none_recorded,Mercer Island,98040
1432,2014-05-28,ADDR_6cf085b5b0c66774,815000.0,4.0,2.25,2000,3800,2.0,0,0,3,13,0,0.0,0,,none_recorded,Seattle,98115
1499,2014-05-28,ADDR_051c70903fd4beb5,580000.0,5.0,2.0,1940,6000,1.0,0,0,5,69,1,0.5,0,,none_recorded,Seattle,98115
4423,2014-05-28,ADDR_5cf08f767a456455,127160.0,2.0,1.0,720,4222,1.0,0,0,4,72,0,0.0,0,32.0,valid_year,Renton,98056
1422,2014-05-28,ADDR_26dc061f369df08b,310000.0,3.0,1.0,1430,19901,1.5,0,0,4,87,0,0.0,0,,none_recorded,Kenmore,98028
1516,2014-05-28,ADDR_96b84471e15f8840,345000.0,2.0,1.0,1080,4000,1.0,0,0,3,74,0,0.0,0,18.0,valid_year,Seattle,98117
1448,2014-05-28,ADDR_925804e83006ad3b,150000.0,3.0,1.0,820,7680,1.5,0,0,3,104,0,0.0,0,8.0,valid_year,Seattle,98106
1458,2014-05-28,ADDR_dcaf7bf4b0661f05,432500.0,3.0,1.75,1980,5100,1.0,0,0,3,49,1,0.35858585858585856,0,21.0,valid_year,Seattle,98103
1493,2014-05-28,ADDR_433e6d68cd31316c,510250.0,3.0,1.75,1400,4000,1.0,0,0,3,63,1,0.37857142857142856,0,20.0,valid_year,Seattle,98117
1461,2014-05-28,ADDR_947827659634a7a4,244615.0,3.0,2.5,2060,4030,2.0,0,0,3,15,0,0.0,0,,none_recorded,Kent,98032
1476,2014-05-28,ADDR_e421d6eaa9a416ad,210000.0,2.0,1.5,880,1157,2.0,0,0,3,7,0,0.0,0,,none_recorded,Seattle,98126
1547,2014-05-29,ADDR_fad8b9fac2e190af,750500.0,5.0,3.0,2170,2440,1.5,0,0,4,103,1,0.3317972350230415,0,48.0,valid_year,Seattle,98105
1564,2014-05-29,ADDR_9a543b4a9364f600,405000.0,5.0,1.75,1880,10000,1.0,0,0,3,51,1,0.48936170212765956,0,6.0,valid_year,Kirkland,98034
1548,2014-05-29,ADDR_b46f83e7ca77ab27,550000.0,5.0,2.0,2450,9488,1.0,0,0,4,114,1,0.49387755102040815,0,59.0,valid_year,Seattle,98133
1538,2014-05-29,ADDR_423e379c73c0e67a,246500.0,3.0,1.5,1270,11600,1.0,0,0,4,50,0,0.0,0,,none_recorded,Kent,98031
1537,2014-05-29,ADDR_554d0dcfd48fb174,695000.0,3.0,2.5,2390,4555,2.0,0,0,3,8,0,0.0,0,,none_recorded,Sammamish,98074
1569,2014-05-29,ADDR_d2b26b45c393aced,329932.0,3.0,1.5,1460,5040,1.0,0,0,3,43,1,0.2465753424657534,0,,none_recorded,Seattle,98133
1555,2014-05-29,ADDR_6d83cf3145ec4962,400000.0,4.0,2.75,1240,3867,1.0,0,0,3,27,1,0.3548387096774194,0,14.0,valid_year,Seattle,98125
1525,2014-05-29,ADDR_ac1d3b744915ae96,485000.0,4.0,1.0,1600,4300,1.5,0,0,4,98,0,0.0,0,,none_recorded,Seattle,98103
4431,2014-05-29,ADDR_9e33b48008e8c713,408900.0,3.0,1.75,2930,19876,1.0,0,0,3,21,1,0.30716723549488056,0,,none_recorded,Woodinville,98072
1544,2014-05-29,ADDR_578a7440b9e0ca11,2453500.0,4.0,3.5,4730,13586,1.5,0,0,5,79,1,0.09725158562367865,0,,none_recorded,Seattle,98112
1542,2014-05-29,ADDR_daf54a00b8446450,145000.0,3.0,1.0,1010,5490,1.0,0,0,3,60,0,0.0,0,9.0,valid_year,SeaTac,98168
1534,2014-05-29,ADDR_5d805bfa0931feba,264000.0,3.0,1.5,1470,14821,1.0,0,0,4,56,0,0.0,0,42.0,valid_year,Kent,98042
1588,2014-05-29,ADDR_4d98b53df2833afd,83000.0,2.0,1.0,900,8580,1.0,0,0,3,96,0,0.0,0,,none_recorded,Tukwila,98168
1553,2014-05-29,ADDR_ca2ee163491f6848,231000.0,4.0,2.0,1530,6375,2.0,0,0,3,72,0,0.0,0,31.0,valid_year,Renton,98058
1590,2014-05-29,ADDR_4d2ad5c1f1151b31,210000.0,3.0,1.75,1590,7617,2.0,0,0,3,28,0,0.0,0,,none_recorded,Des Moines,98198
1582,2014-05-29,ADDR_bd171b25b8e57f8a,860000.0,3.0,2.5,2770,9136,2.0,0,0,3,23,0,0.0,0,,none_recorded,Bellevue,98006
1539,2014-05-29,ADDR_dfb8c4a006caffb2,230000.0,2.0,1.0,950,7560,1.0,0,0,3,56,0,0.0,0,10.0,valid_year,Renton,98058
1529,2014-05-29,ADDR_d43f136d528e69ac,267500.0,3.0,1.75,1590,11914,1.0,0,2,3,57,1,0.31446540880503143,0,14.0,valid_year,SeaTac,98188
1540,2014-05-29,ADDR_b7ea68615f476850,302000.0,2.0,1.0,900,423838,1.0,0,2,5,89,0,0.0,0,,none_recorded,Enumclaw,98022
1526,2014-05-29,ADDR_f609120380cc9abc,452000.0,4.0,2.25,2590,10002,1.0,0,0,4,46,1,0.4826254826254826,0,,none_recorded,Kenmore,98028
1594,2014-05-29,ADDR_f454345182bbea98,645000.0,3.0,3.25,1730,1229,2.0,0,2,3,6,1,0.23699421965317918,0,,none_recorded,Seattle,98119
1577,2014-05-29,ADDR_7766d6bf0128c79c,395000.0,2.0,1.0,1320,1824,1.5,0,0,4,105,0,0.0,0,25.0,valid_year,Seattle,98144
1561,2014-05-29,ADDR_55ed3d3982f5920c,400000.0,5.0,2.0,1930,9747,1.0,0,0,4,52,1,0.47150259067357514,0,,none_recorded,Kenmore,98028
1532,2014-05-29,ADDR_2165699cf59a6235,389000.0,2.0,1.0,910,7000,1.0,0,0,3,62,0,0.0,0,6.0,valid_year,Seattle,98115
1580,2014-05-29,ADDR_148d1b3737855391,503000.0,3.0,2.0,2590,108900,2.0,0,0,3,26,1,0.23552123552123552,0,14.0,valid_year,Maple Valley,98038
1533,2014-05-29,ADDR_297abe025e4f3920,400000.0,4.0,1.5,1390,7200,1.0,0,0,3,49,1,0.17985611510791366,0,21.0,valid_year,Seattle,98133
4432,2014-05-29,ADDR_1454de51b044f68e,156766.67,2.0,1.0,1500,4120,1.5,0,0,3,86,1,0.41333333333333333,0,60.0,valid_year,Renton,98057
1581,2014-05-29,ADDR_90a5400bcc757ad4,672500.0,4.0,2.75,2620,6707,2.0,0,0,3,14,0,0.0,0,,none_recorded,Sammamish,98075
1579,2014-05-29,ADDR_5903788d6d57a56f,723000.0,4.0,2.25,1960,8680,1.0,0,0,4,55,1,0.34183673469387754,0,,none_recorded,Bellevue,98004
1567,2014-05-29,ADDR_6fd5ae5bfabf9823,402000.0,2.0,1.0,710,1173,2.0,0,0,4,71,0,0.0,0,,none_recorded,Seattle,98102
1592,2014-05-29,ADDR_bc3815f3fc7a9c11,350000.0,4.0,2.5,2040,22653,2.0,0,0,3,3,0,0.0,0,,none_recorded,Seattle,98168
1557,2014-05-29,ADDR_077a700c66e9cf41,450000.0,4.0,2.0,2240,7725,1.0,0,0,5,58,1,0.5,0,,none_recorded,Seattle,98106
1530,2014-05-29,ADDR_5320ab41068c5d2c,565000.0,4.0,2.5,2440,22594,2.0,0,0,3,18,0,0.0,0,,none_recorded,Redmond,98053
1535,2014-05-29,ADDR_35ac205da23bb8ee,690000.0,4.0,2.5,2920,9904,2.0,0,0,4,24,0,0.0,0,,none_recorded,Issaquah,98029
1585,2014-05-29,ADDR_30e36213ad192496,1425000.0,4.0,4.25,4960,6000,2.5,0,0,3,105,1,0.25806451612903225,0,11.0,valid_year,Seattle,98109
1571,2014-05-29,ADDR_f8d85859d067d56a,525000.0,5.0,2.5,2630,9216,2.0,0,0,3,11,0,0.0,0,,none_recorded,Duvall,98019
1576,2014-05-29,ADDR_80e8740913ebdeb0,525000.0,3.0,3.0,2600,5238,1.5,0,3,3,25,1,0.27307692307692305,0,,none_recorded,Des Moines,98198
1543,2014-05-29,ADDR_9d5246d6abb4ab28,436500.0,2.0,1.0,1260,5000,1.0,0,0,3,63,1,0.1746031746031746,0,20.0,valid_year,Seattle,98117
1550,2014-05-29,ADDR_3cd3d86c426edc87,619000.0,4.0,2.0,2300,3400,1.5,0,0,5,99,1,0.32608695652173914,0,,none_recorded,Seattle,98117
1559,2014-05-29,ADDR_a9a5e75a733a4aa8,332000.0,3.0,2.25,2270,8876,1.0,0,0,3,37,1,0.3920704845814978,0,10.0,valid_year,Renton,98058
1536,2014-05-29,ADDR_b5d092d9d7be1dbc,412000.0,3.0,1.75,1950,52256,1.0,0,0,4,29,0,0.0,0,,none_recorded,Kent,98042
1586,2014-05-29,ADDR_bbd9f4684b02885a,250000.0,2.0,1.0,1110,26051,1.0,0,0,3,63,0,0.0,0,20.0,valid_year,SeaTac,98168
1572,2014-05-29,ADDR_40c523e36d35c60a,2750000.0,4.0,3.25,4430,21000,2.0,0,0,3,62,0,0.0,0,7.0,valid_year,Medina,98039
1545,2014-05-29,ADDR_e5f0ce1665f7d996,672000.0,3.0,2.5,2620,21587,2.0,0,0,3,22,0,0.0,0,,none_recorded,Redmond,98053
1549,2014-05-29,ADDR_611bf18cc2fe05dc,266500.0,4.0,1.75,1880,7632,1.0,0,0,4,36,1,0.3723404255319149,0,14.0,valid_year,Federal Way,98023
1591,2014-05-29,ADDR_cc0c9bfd01d6e5a8,650880.0,3.0,2.5,2930,6050,2.0,0,0,3,6,0,0.0,0,,none_recorded,Snoqualmie,98065
1527,2014-05-29,ADDR_bd0d35e8f1345bb6,264950.0,4.0,2.25,1720,9753,1.0,0,0,4,36,1,0.3488372093023256,0,14.0,valid_year,Federal Way,98023
1575,2014-05-29,ADDR_898953a5caac3d7f,445000.0,4.0,1.75,1990,4725,1.5,0,0,4,70,1,0.4020100502512563,0,,none_recorded,Seattle,98126
1566,2014-05-29,ADDR_33f03222d330937d,540000.0,3.0,1.5,2600,5085,1.0,0,0,4,74,1,0.46153846153846156,0,13.0,valid_year,Seattle,98126
4435,2014-05-29,ADDR_4f00b8f18e1bc4d9,484991.67,4.0,2.75,2320,4344,2.0,0,0,3,2,0,0.0,0,,invalid_year,Renton,98059
1562,2014-05-29,ADDR_c7428c0f49950cf7,349000.0,4.0,1.75,1700,7800,1.0,0,0,5,33,1,0.3411764705882353,0,,none_recorded,Renton,98059
1563,2014-05-29,ADDR_98af75e9dd176ad1,529000.0,3.0,1.0,1590,6420,1.0,0,0,3,70,0,0.0,0,,none_recorded,Seattle,98136
4434,2014-05-29,ADDR_6d7996cddcf5a88f,308830.77,2.0,1.0,810,4800,1.0,0,0,3,95,0,0.0,0,13.0,valid_year,Seattle,98118
1554,2014-05-29,ADDR_3feddbf0987a9788,790000.0,5.0,3.25,2900,12160,1.0,0,0,4,47,1,0.3482758620689655,0,,none_recorded,Bellevue,98005
1570,2014-05-29,ADDR_9b535a5c44633a86,300000.0,3.0,2.5,2080,9827,2.0,0,0,3,25,0,0.0,0,,none_recorded,Federal Way,98023
1531,2014-05-29,ADDR_b2b37d92338474a7,535000.0,3.0,2.5,1360,1016,3.0,0,0,3,11,1,0.03676470588235294,0,,none_recorded,Seattle,98115
4433,2014-05-29,ADDR_7ed0571a6e94e969,452500.0,5.0,3.5,5960,13703,2.0,0,2,3,30,1,0.19966442953020133,0,,none_recorded,Bellevue,98008
1568,2014-05-29,ADDR_346e44aaa6fcb5cb,3100000.0,6.0,4.25,6980,15682,3.0,0,4,4,15,1,0.23638968481375358,0,,none_recorded,Mercer Island,98040
1584,2014-05-29,ADDR_72684a0232f0f229,295000.0,4.0,2.5,2290,4539,2.0,0,0,3,13,0,0.0,0,,none_recorded,Renton,98058
1551,2014-05-29,ADDR_dec6345d003d1025,405000.0,3.0,2.0,1240,14404,1.0,0,0,3,26,0,0.0,0,14.0,valid_year,Redmond,98053
1546,2014-05-29,ADDR_d56d29029decd3cf,680000.0,3.0,2.25,2330,4000,1.5,0,2,5,87,1,0.34763948497854075,0,,none_recorded,Seattle,98115
1565,2014-05-29,ADDR_4d1262880b0eb6e8,635200.0,4.0,1.75,1640,4240,1.0,0,0,5,93,1,0.43902439024390244,0,,none_recorded,Seattle,98117
1574,2014-05-29,ADDR_120db43d5932aed4,400000.0,4.0,2.0,1670,12056,1.0,0,0,3,59,0,0.0,0,9.0,valid_year,Kenmore,98028
1552,2014-05-29,ADDR_bc09c69ea35ead94,300000.0,2.0,1.0,820,3844,1.0,0,0,4,98,0,0.0,0,,none_recorded,Seattle,98133
1593,2014-05-29,ADDR_c19256d5b6e13e4c,305000.0,2.0,2.25,1000,905,3.0,0,0,3,8,0,0.0,0,,none_recorded,Seattle,98117
1573,2014-05-29,ADDR_b71eafe172fe1784,602500.0,4.0,2.5,2760,6850,2.0,0,0,3,15,0,0.0,0,,none_recorded,Newcastle,98056
1558,2014-05-29,ADDR_e5dcf46c70c093ce,595000.0,3.0,2.0,1480,5000,1.0,0,0,4,86,1,0.49324324324324326,0,,none_recorded,Seattle,98117
1528,2014-05-29,ADDR_25f593052b3d3b25,472000.0,6.0,2.5,4410,14034,1.0,0,2,4,49,1,0.4671201814058957,0,,none_recorded,Federal Way,98003
1541,2014-05-29,ADDR_1e3138a4c58e22b3,820000.0,4.0,2.25,2280,6660,1.5,0,2,3,74,1,0.14035087719298245,0,30.0,valid_year,Seattle,98119
1578,2014-05-29,ADDR_f8ea1c69c49bdf62,510000.0,3.0,1.5,2240,3800,2.0,0,0,3,85,1,0.38839285714285715,0,,none_recorded,Seattle,98115
1560,2014-05-29,ADDR_7b9d64a0dea9a2e5,155000.0,3.0,1.0,1250,6250,1.0,0,0,2,65,1,0.176,0,,none_recorded,Seattle,98108
1556,2014-05-29,ADDR_83b584e470e6ecc5,950000.0,4.0,3.5,4140,13392,2.0,0,0,3,14,0,0.0,0,,none_recorded,Newcastle,98059
1589,2014-05-29,ADDR_96e059d35f35cda7,685000.0,3.0,1.75,1940,7313,1.0,0,1,4,54,1,0.25773195876288657,0,13.0,valid_year,Seattle,98136
1587,2014-05-29,ADDR_1ce615d6a50db371,658000.0,4.0,2.75,3310,6166,2.0,0,0,3,6,0,0.0,0,,none_recorded,Snoqualmie,98065
1583,2014-05-29,ADDR_fdfcad2d943c68f0,475300.0,3.0,1.0,2110,10005,1.0,0,0,5,90,1,0.47393364928909953,0,58.0,valid_year,Kirkland,98033
1634,2014-05-30,ADDR_d00d9178efd8a5c8,322000.0,4.0,2.5,2280,7200,2.0,0,0,3,20,0,0.0,0,,none_recorded,Kent,98030
